장소,자동차정비업체종류,도로명주소,위도,경도,전화번호
(주)한국지엠서광주서비스센터,1,광주광역시 광산구 하남대로 127-12,35.1812318,126.8070794,
광주광산서비스(주),1,광주광역시 광산구 무진대로 278-6,35.1605619,126.8105972,
고진수카마스타,1,광주광역시 광산구 왕버들로 113-8,35.202351,126.8236823,
이베코그룹코리아 유한회사,1,광주광역시 광산구 평동로913번길 8,35.1267172,126.7746096,
예원자동차서비스(유),1,광주광역시 광산구 동곡로 807,35.1533727,126.7801585,
하남특장정비,1,광주광역시 광산구 북문대로 763-1,35.2173058,126.8265859,
1급첨단공업사,1,광주광역시 광산구 첨단중앙로124번길 17,35.2167535,126.8431791,
금당모터스,1,광주광역시 광산구 우산로 58,35.1574336,126.8068782,
(유)은주자동차서비스,1,광주광역시 광산구 왕버들로 185,35.2003194,126.8307616,
(주)수완자동차서비스,1,광주광역시 광산구 상완길 307,35.2082545,126.8264196,
뉴첨단자동차서비스,1,광주광역시 광산구 사암로 818,35.2143868,126.8202357,
수완현대정비서비스(주),1,광주광역시 광산구 임방울대로 611-7,35.2121765,126.8265279,
주)시온모터스,1,광주광역시 광산구 사암로 885,35.2189619,126.8253978,
평동1급자동차정비공업사,1,광주광역시 광산구 동곡로 670,35.1413266,126.7771011,
광산현대서비스(주),1,광주광역시 광산구 동곡로 663,35.1405179,126.775566,
선운(주),1,광주광역시 광산구 동곡로 843-6,35.1574121,126.7802848,
에스모터스(주),1,광주광역시 광산구 어등대로 605,35.1494873,126.7890948,
송정대양자동차공업사,1,광주광역시 광산구 동곡로 817,35.1542373,126.7800797,
승주모터스,1,광주광역시 광산구 송촌길79번길 26,35.1379625,126.781376,
유)새한특장공업,1,광주광역시 광산구 사암로 764-34,35.2104505,126.8195898,
대원특장1급자동차공업사,1,광주광역시 광산구 어등대로621번길 18,35.1485155,126.7910627,
주)대명특장차,1,광주광역시 광산구 진곡산단중앙로 122,35.2000075,126.786237,
주)대하브이티에스,1,광주광역시 광산구 상완길 190,35.2066712,126.8313954,
바른정비서비스(1급),1,광주광역시 광산구 목련로 372-37,35.180424,126.8352185,
(주)뉴런모터스,1,광주광역시 광산구 진곡산단6번로 33,35.2126695,126.7797444,
신한국특장(주),1,광주광역시 광산구 진곡산단중앙로 256,35.2107526,126.7800476,
주)세호모터스,1,광주광역시 광산구 임방울대로 520,35.205149,126.8212808,
주)거성자동차공업사,1,광주광역시 광산구 사암로 827-21,35.2169253,126.8217477,
(주)첨단정비마을,1,광주광역시 광산구 첨단과기로 93-25,35.2248513,126.8369677,
(유)한국자동차종합서비스,1,광주광역시 광산구 수등로258번길 74,35.1830123,126.8419337,
북부현대서비스(주),1,광주광역시 광산구 도천남길 213,35.2138986,126.820089,
(주)한독모터스 광주평동서비스센터,1,광주광역시 광산구 평동산단로 170-19,35.1225073,126.7709975,
(주)대우트럭동양,1,광주광역시 광산구 소촌로 111,35.1541926,126.7918128,
디제이모터스,1,광주광역시 광산구 북문대로 559,35.202613,126.837746,
(주)진흥특장,1,광주광역시 광산구 임곡로 399-24,35.210386,126.7785485,
천제자동차모터스,1,광주광역시 광산구 고봉로258번길 55-1,35.1870659,126.7855402,
이지모터스,1,광주광역시 광산구 동곡로 675-3,35.1414475,126.7756838,
(주)대덕아이엠티 광주지점,1,광주광역시 광산구 진곡산단중앙로 178,35.2047251,126.7838936,
(유)삼능기계,1,광주광역시 광산구 진곡산단중앙로 152,35.2027216,126.7845384,
(주)스마일카관리서비스,1,광주광역시 광산구 북문대로 629-15,35.2073972,126.8319121,
(주)경동자동차공업사,1,광주광역시 광산구 고봉로230번길 8,35.1857922,126.786163,
(주)명성일급자동차서비스,1,광주광역시 광산구 사암로 799,35.2142596,126.8182825,
(유)윤성모터스,1,광주광역시 광산구 임곡로 804,35.2189269,126.818105,
(주)대한1급모터스,1,광주광역시 광산구 고봉로230번길 6,35.1856197,126.7860448,
인성자동차공업사,1,광주광역시 광산구 목련로 372-52,35.1793377,126.834729,
한국상용차 주식회사,1,광주광역시 광산구 평동산단로 85,35.1152327,126.7709422,
극동오토모빌스,1,,35.2109762,126.8180336,
대한보링 1급정비,1,광주광역시 광산구 사암로 784-1,35.2121451,126.8186646,
(주)화인모텍,1,광주광역시 광산구 하남산단9번로 20,35.2127575,126.7975574,
빛고을현대서비스(주),1,광주광역시 광산구 풍영정길 333,35.1945316,126.8542332,
세웅오토텍(주),1,광주광역시 광산구 평동산단2번로 213,35.1351511,126.7734189,
명성모터스,1,광주광역시 광산구 사암로 799-1,35.2146914,126.8181994,
GN특장모터스,1,광주광역시 광산구 지로길 33,35.141615,126.7664197,
대인1급자동차공업사,1,,35.211006,126.8201638,
(주)이지자동차공업사,1,,35.2150195,126.8259818,
뉴인성자동차공업사,1,광주광역시 광산구 목련로 372-52,35.1793377,126.834729,
다원1급자동차서비스,1,,35.2113509,126.8204114,
뉴21세기공업사,1,광주광역시 광산구 사암로 764-48,35.2110472,126.8197678,
형제모터스(유),1,,35.1858615,126.7867878,
성진특장,1,광주광역시 광산구 평동영천길 19-10,35.1392825,126.753408,
진곡현대모터스,1,광주광역시 광산구 고봉로230번길 10-2(장수동),35.1859608,126.7867973,
에스티모터스,1,광주광역시 광산구 사암로 827-3,35.2159097,126.8211143,
신성자동차(주),1,,35.2088478,126.8234678,
(주)한국자동차정비,1,,35.1854369,126.785784,
영진정비공업사,2,광주광역시 광산구 송촌길37번길 24,35.138855,126.7778074,
제이티자동차공업사,2,광주광역시 광산구 평동로 1019,35.1327134,126.7792708,
대웅카서비스,2,광주광역시 광산구 손재로 19,35.1674588,126.7997724,
더프리미엄효성(주),2,광주광역시 광산구 북문대로 480,35.1981006,126.8446954,
뉴오일존,2,광주광역시 광산구 금봉로 41-1,35.151752,126.8029221,
북광주자동차공업사,2,광주광역시 광산구 풍영정길 397,35.199314,126.8519149,
고려리프트특장,2,광주광역시 광산구 사암로 827-13,35.2166806,126.8216084,
광산자동차공업사,2,광주광역시 광산구 수남길 32,35.1846261,126.7840394,
중앙카,3,광주광역시 광산구 산정로 33-10,35.169766,126.8033939,
오토랜드,3,광주광역시 광산구 첨단중앙로47번길 3,35.2095085,126.8424472,
경도카자동차공업사,3,광주광역시 광산구 비아로34번길 3,35.2200187,126.820989,
한국지엠광산바로서비스,3,광주광역시 광산구 상무대로 326,35.1433995,126.8014316,
대산해등자동차공업사,3,광주광역시 광산구 노안삼도로 983,35.1267653,126.6804641,
삼형자동차공업사,3,광주광역시 광산구 손재로 458,35.2064705,126.795289,
강진카센타,3,광주광역시 광산구 어등대로 630,35.1474029,126.7888733,
제일카써비스,3,광주광역시 광산구 북문대로 819-3,35.2224165,126.8312356,
송정점 현대자동차,3,광주광역시 광산구 송도로 299,35.1399309,126.8006924,
제철카공업사,3,광주광역시 광산구 비아로 30,35.220097,126.8216249,
스피드메이트첨단점,3,광주광역시 광산구 첨단과기로 33,35.221374,126.8296908,
시영카마스타,3,광주광역시 광산구 평동로 812,35.1242019,126.763029,
하산점 현대자동차,3,광주광역시 광산구 동곡로 167-1,35.0984228,126.7745835,
DH모터스,3,광주광역시 광산구 비아중앙로31번길 25,35.2210492,126.8240716,
화물부분정비공업사,3,광주광역시 광산구 용아로 350,35.1742283,126.8043495,
명문카클리닉,3,광주광역시 광산구 산월로41번길 48,35.2110812,126.8419636,
쌍용서비스프라자신가코너,3,광주광역시 광산구 목련로394번길 10-6,35.1834669,126.8329573,
보천자동차공업사,3,광주광역시 광산구 목련로142번길 6,35.1716229,126.8134769,
월계첨단점현대자동차,3,광주광역시 광산구 첨단중앙로124번길 59,35.2166769,126.8455416,
(주)대산모터스,3,광주광역시 광산구 사암로 786,35.2125691,126.8187024,
스마일카부분정비,3,광주광역시 광산구 목련로153번안길 22,35.173423,126.8141314,
3공단부분정비공업사,3,광주광역시 광산구 장안길 12,35.2172817,126.8047728,
신가카맨샵,3,광주광역시 광산구 수등로243번길 27,35.1863286,126.835277,
카보이,3,광주광역시 광산구 하남대로 350,35.1783886,126.8316466,
대명카부분정비,3,광주광역시 광산구 사암로 782,35.2120711,126.818468,
덕운3급부분정비공업사,3,광주광역시 광산구 고봉로 126-23,35.1856753,126.7943114,
영풍카센타,3,광주광역시 광산구 우산로95번길 49,35.1585777,126.8113944,
금당카써비스,3,광주광역시 광산구 목련로394번길 60-11,35.1831354,126.8350371,
전자카크리닉,3,광주 광산구 목련로394번길 31-19,35.1845582,126.8339628,
삼양카센타,3,광주광역시 광산구 용아로 447,35.1834069,126.8046213,
삼일공업사,3,광주광역시 광산구 임곡로 575-1,35.2140068,126.7962869,
이튼부분자동차공업사,3,광주광역시 광산구 사암로 826,35.2148116,126.8212839,
동양카클리닉,3,광주광역시 광산구 어등대로665번길 11,35.1454882,126.7911952,
(유)광주전세,3,광주광역시 광산구 고봉로 215,35.184126,126.7862976,
한빛자동차공업사,3,광주광역시 광산구 비아로 169,35.2232254,126.8226232,
건일카센타,3,광주광역시 광산구 광산로67번길 51,35.1425674,126.7965487,
부영카클리닉,3,광주광역시 광산구 북문대로 329,35.1892176,126.8565697,
차 고치는 집 J&J,3,광주광역시 광산구 월계로16번길 81,35.2115386,126.8342032,
플러스 원 카클리닉,3,광주광역시 광산구 월곡중앙로41번길 12,35.1700798,126.8105355,
오토카정비공업사,3,광주광역시 광산구 송도로 186,35.1309189,126.7945047,
고려모터스,3,광주광역시 광산구 사암로158번길 18,35.1582722,126.8087428,
진성카인테리어,3,광주광역시 광산구 목련로394번길 17-15,35.1844711,126.8333382,
대방카센타,3,광주광역시 광산구 금봉로 86,35.1517488,126.8080916,
서정자동차공업사,3,광주광역시 광산구 목련로 63,35.1725834,126.8048236,
애니카랜드첨단점,3,광주광역시 광산구 첨단중앙로124번길 46,35.216309,126.844778,
한국지엠신창바로서비스,3,광주광역시 광산구 신가삼효로 22-1,35.1864084,126.8351441,
각화자동차공업사,3,광주광역시 광산구 용아로 462,35.1848082,126.8050509,
신유창공업사,3,,35.1382592,126.7750402,
광성카공업사,3,광주광역시 광산구 월곡중앙로 59-11,35.1716212,126.810546,
(주)쌍용송정서비스프라자,3,광주광역시 광산구 송도로 123,35.1272431,126.7901703,
현대자동차공업사(산정점),3,광주광역시 광산구 산정공원로81번길 30,35.1750795,126.8047541,
금정부분정비,3,광주광역시 광산구 도천남길 44,35.2079821,126.8188018,
제일자동차공업사,3,광주광역시 광산구 사암로118번길 55,35.1548911,126.8104822,
하이카써비스광산점,3,광주광역시 광산구 임방울대로 136,35.1732968,126.8178108,
(유)유진카프라자,3,광주광역시 광산구 송촌길 27,35.1384099,126.7765742,
믿음카부분정비,3,광주광역시 광산구 우산로 112,35.1561533,126.8123516,
하남자동차공업사,3,광주광역시 광산구 사암로 369-1,35.1772264,126.8076649,
호남카센타,3,광주광역시 광산구 어등대로 661,35.1449413,126.7905888,
우리자동차공업사,3,광주광역시 광산구 월계로 6,35.207906,126.8351337,
부영카클리닉,3,광주광역시 광산구 신가삼효로 41,35.1876912,126.8363775,
HR모터스,3,광주광역시 광산구 동곡로 670,35.1413266,126.7771011,
3.9카클리닉,3,광주광역시 광산구 목련로394번길 11,35.1838388,126.8331936,
수완점현대자동차,3,광주광역시 광산구 수완로74번길 11-38,35.1928848,126.8300007,
주식회사 운남점 현대자동차,3,광주광역시 광산구 풍영철길로 151,35.1717849,126.8217626,
SK스피드메이트신창점,3,광주광역시 광산구 신가삼효로 14-19,35.1854093,126.8343569,
도우카부분정비,3,광주광역시 광산구 신창로105번길 35-5,35.1949065,126.8358903,
전일카마스터,3,광주광역시 광산구 장신로266번길 14,35.189898,126.8390361,
매일카센타,3,광주광역시 광산구 동곡로 560-5,35.1318599,126.7768696,
대명부분자동차공업사,3,,35.183713,126.7936816,
제이카서비스,3,광주광역시 광산구 첨단내촌로 7,35.2079029,126.8357487,
금주카부분정비,3,광주광역시 광산구 금봉로 61,35.151911,126.8053345,
환영자동차카센타,3,광주광역시 광산구 사암로118번길 65,35.1548611,126.8110973,
임곡카센타,3,광주광역시 광산구 고봉로 800,35.2198428,126.7434781,
정비천국,3,광주광역시 광산구 우산로 117,35.1564391,126.812995,
테크닉자동차공업사,3,광주광역시 광산구 우산로 129,35.1562996,126.8144019,
세진카센타,3,광주광역시 광산구 우산로 71,35.157149,126.8081884,
금호로케트 하남자동차공업사,3,광주광역시 광산구 용아로 352,35.1743817,126.8043692,
평동밧데리,3,광주광역시 광산구 평동로 809,35.1247218,126.7627359,
금광카클리닉,3,광주광역시 광산구 신창로162번길 5,35.1987099,126.8414913,
웰빙카,3,광주광역시 광산구 비아안길 75-7,35.2214352,126.8202106,
에이스자동차정비,3,광주광역시 광산구 소촌로 42,35.148175,126.7939868,
광주오토자동차공업사,3,광주광역시 광산구 사암로 102,35.1534202,126.8075623,
J카 써비스,3,광주광역시 광산구 비아로24번길 59,35.2227372,126.8215428,
대명카서비스,3,광주광역시 광산구 송도로 7,35.1203178,126.7808929,
월곡 정비나라,3,광주광역시 광산구 월곡반월로 47,35.1693072,126.8126434,
소촌점기아오토큐,3,광주광역시 광산구 소촌로 52,35.1489847,126.7938322,
(송정점)기아오토큐,3,광주광역시 광산구 송정로 43,35.1356659,126.7959928,
(흑석점)기아오토큐,3,광주광역시 광산구 용아로 428,35.1814201,126.8051554,
신창점기아오토큐,3,광주광역시 광산구 신창로36번길 42,35.1891883,126.8392768,
월계점기아오토큐(주),3,광주광역시 광산구 첨단중앙로124번길 16,35.2162557,126.8429665,
한국지엠첨단바로서비스,3,광주광역시 광산구 첨단중앙로124번길 5-32,35.2168029,126.8455289,
신광주자동차써비스,3,광주광역시 광산구 목련로 372-8,35.1809299,126.8334657,
천수자동차공업사,3,,35.1584137,126.8112212,
우성카센타,3,광주광역시 광산구 수등로243번길 20-2,35.1857996,126.8355635,
뉴스카이모터스,3,광주광역시 광산구 월계로 34,35.2096349,126.8330772,
카젠우산점,3,광주광역시 광산구 사암로 126,35.1554676,126.8076971,
대흥카공업사,3,광주광역시 광산구 용아로 442-11,35.1825329,126.8055673,
6번카센타,3,광주광역시 광산구 임방울대로 578,35.2091121,126.8256275,
제일카클리닉,3,광주광역시 광산구 어등대로665번길 5,35.1450984,126.7909815,
신성카센타,3,광주광역시 광산구 비아안길 100-18,35.2205122,126.8216848,
서부자동차공업사,3,광주광역시 광산구 금봉로 85,35.1521631,126.8080526,
무한도전카클리닉,3,광주광역시 광산구 상무대로 297-5,35.1439089,126.7982527,
태황자동차공업사,3,광주광역시 광산구 사암로 764-18,35.2103462,126.8181306,
오렌지자동차공업사,3,광주광역시 광산구 송정로 50,35.1349641,126.7961238,
가람공업사,3,광주광역시 광산구 송정로 51,35.1352403,126.7967013,
오토오아시스신창점,3,광주광역시 광산구 왕버들로289번길 45,35.1971444,126.8417881,
현대광산ST,3,광주광역시 광산구 무진대로 266,35.1608763,126.8095719,
월드종합카세차장,3,광주광역시 광산구 첨단중앙로152번길 81-11,35.2198059,126.8466177,
광산 라디에타,3,광주광역시 광산구 상무대로 275,35.1436483,126.7956119,
부영카클리닉,3,광주광역시 광산구 산정공원로71번길 32,35.174086,126.8045491,
동명카센타,3,광주광역시 광산구 송도로 181,35.1309672,126.7939224,
수완3급자동차공업사,3,광주광역시 광산구 수완로 78,35.1921467,126.8291768,
태일모터스,3,광주광역시 광산구 신창로36번길 46-1,35.1892965,126.8392862,
우영3급(주),3,광주광역시 광산구 사암로 827-10,35.2162414,126.8218564,
KJ모터스,3,광주광역시 광산구 우산로96번길 47,35.1542456,126.8108428,
㈜하남제일상사,3,광주광역시 광산구 사암로 840,35.2156531,126.8225349,
킹카모터스,3,광주광역시 광산구 수완로11번길 38,35.186388,126.8264926,
조은카센타,3,광주광역시 광산구 송도로 326,35.1416977,126.802521,
삼진자동차정비,3,광주광역시 광산구 첨단과기로 23,35.2209093,126.8291703,
나라카센타,3,광주광역시 광산구 동곡로 546,35.1300697,126.7763259,
카젠수완점,3,광주광역시 광산구 임방울대로 493,35.2034969,126.8191742,
현카써비스,3,광주광역시 광산구 왕버들로290번길 20,35.1945483,126.8398923,
SK대성카크리닉,3,광주광역시 광산구 사암로 138,35.156722,126.8078434,
금성오토밋션전문점,3,광주광역시 광산구 사암로106번길 68,35.153517,126.8109961,
정석카클리닉,3,광주광역시 광산구 첨단강변로87번길 32-1,35.2149125,126.8505201,
ㄱ카센타,3,광주광역시 광산구 왕버들로290번길 22,35.1943763,126.8398179,
스피드 메이트 수완점,3,광주광역시 광산구 수완로74번길 13,35.1919001,126.8297733,
TBX수완점,3,광주광역시 광산구 왕버들로 107,35.2026551,126.8225139,
청정카센타,3,광주광역시 광산구 송도로85번길 43,35.1272284,126.7859903,
하진카센타,3,광주광역시 광산구 수완로11번안길 53,35.1870353,126.8263186,
진성모터스,3,광주광역시 광산구 사암로 127,35.1559214,126.8070978,
주원 카 공업사,3,광주광역시 광산구 도천남길 88,35.2092049,126.8203326,
삼협,3,광주광역시 광산구 목련로 326,35.1781128,126.8301575,
보쉬카서비스수완점,3,광주광역시 광산구 장덕로40번길 31,35.1937747,126.8140004,
서광㈜,3,광주광역시 광산구 평동산단3번로 105,35.1307473,126.7622827,
이원카클리닉,3,광주광역시 광산구 상무대로 469,35.1440401,126.8170817,
보쉬카서비스 신창점,3,광주광역시 광산구 장신로266번길 7,35.1901893,126.8393284,
주식회사 남양모터스,3,광주광역시 광산구 북문대로 480,35.1981006,126.8446954,
대운모터스,3,광주광역시 광산구 손재로110번길 25-1,35.1763474,126.7980719,
차사랑정비,3,광주광역시 광산구 송도로 92,35.1253049,126.7874342,
동원카센타,3,광주광역시 광산구 비아중앙로31번길 18,35.2213812,126.823924,
신세계모터스,3,광주광역시 광산구 상무대로 92,35.1287153,126.7859573,
성원자동차공업사,3,광주광역시 광산구 어등대로 591,35.1507503,126.787397,
J&C모터스,3,광주광역시 광산구 도산로9번길 51,35.1272576,126.789808,
세진카센타,3,광주광역시 광산구 소촌로 71,35.1505521,126.7928214,
기찬카서비스,3,광주광역시 광산구 첨단월봉로 90,35.2063736,126.8483122,
㈜대창석유,3,광주광역시 광산구 소촌로 9-6,35.1476355,126.790494,
나래오토카센타,3,광주광역시 광산구 첨단내촌로 17,35.208496,126.8364981,
EL MOTORS,3,광주광역시 광산구 임곡로 812,35.2173771,126.8163152,
송정카클리닉,3,광주광역시 광산구 송도로 172,35.1297387,126.7936663,
카이로스,3,광주광역시 광산구 풍영로230번길 20,35.191914,126.8154439,
로케트 고속공조,3,광주광역시 광산구 사암로 827-18,35.2167396,126.8221128,
현대카클리닉첨단점,3,,35.2163561,126.844986,
만도카센타,3,광주광역시 광산구 용아로 360,35.1752215,126.8045215,
금하카서비스,3,광주광역시 광산구 사암로 61,35.1497473,126.8071221,
믿음카센타,3,광주광역시 광산구 장덕로40번길 14,35.1944087,126.8133873,
르노코리아자동차 서비스코너 광주송정점,3,광주광역시 광산구 광산로 122,35.1434085,126.8032531,
월드 카센타,3,광주광역시 광산구 상무대로 341,35.1440641,126.803013,
흑석부분자동차공업사,3,광주광역시 광산구 북문대로 629-11,35.2073404,126.8325609,
신창진흥점현대자동차,3,광주광역시 광산구 북문대로 482,35.1984856,126.8444264,
대성 카,3,광주광역시 광산구 월곡중앙로 56,35.1712053,126.8113314,
금호자동차,3,광주광역시 광산구 어등대로647번길 17,35.1455745,126.7917207,
효근이가 차 고치는집,3,광주광역시 광산구 풍영로101번안길 15-3,35.1813862,126.8099536,
카톡(car talk),3,광주광역시 광산구 남동길48번길 37,35.1302935,126.7905421,
비아 매일카,3,광주광역시 광산구 비아로 40,35.2199413,126.8204519,
차세대 카 서비스,3,광주광역시 광산구 목련로219번길 129,35.177425,126.8233609,
진카센타,3,광주광역시 광산구 하남대로261번길 20,35.1808342,126.822642,
다모아 카센터,3,광주광역시 광산구 고내상길79번길 2,35.1385199,126.8047621,
신창 현 자동차서비스,3,광주광역시 광산구 신창로106번길 8-3,35.1944261,126.8384227,
남호카센타,3,광주광역시 광산구 우산로 107,35.1564748,126.8120396,
동아카센타,3,광주광역시 광산구 임방울대로 580-1,35.2094149,126.8261723,
승진카클리닉,3,광주광역시 광산구 목련로397번안길 15,35.1833971,126.8322557,
운암계기카센타,3,광주광역시 광산구 북문대로 396-7,35.1928809,126.8503035,
㈜비엠아이부분정비공업사,3,광주광역시 광산구 사암로 720,35.2070406,126.8156086,
명품카센타,3,광주광역시 광산구 우산로 67,35.1571918,126.8079573,
오토오아시스 수완셀프점,3,광주광역시 광산구 장신로 152,35.1903467,126.8266662,
애니카랜드우산점,3,광주광역시 광산구 우산로 72,35.1567602,126.8080624,
현대카서비스,3,광주광역시 광산구 목련로273번안길 83,35.1764656,126.8211022,
하남오토랜드,3,광주광역시 광산구 사암로 451,35.1846348,126.8094012,
선우오토미션,3,광주광역시 광산구 송도로85번길 36,35.1270987,126.7865408,
태양자동차공업사,3,광주광역시 광산구 산정공원로59번길 37,35.1728207,126.8042054,
㈜하나로정비서비스,3,광주광역시 광산구 임방울대로 261,35.1850411,126.8186837,
스마트자동차서비스,3,광주광역시 광산구 신창로106번길 23-5,35.1946856,126.8391657,
오토오아시스 롯데마트수완점,3,광주광역시 광산구 장신로 98,35.1891404,126.8203263,
현대카클리닉신창점,3,광주광역시 광산구 신창로48번길 36,35.1895193,126.8390195,
스피드메이트이마트광산점,3,광주광역시 광산구 사암로 172,35.1600644,126.8085849,
금정카클리닉,3,광주광역시 광산구 북문대로 369,35.190693,126.8524644,
서광카,3,광주광역시 광산구 평동산단외로 257,35.1407025,126.7671029,
뉴흑석카,3,광주광역시 광산구 손재로 183-1,35.1819609,126.7942345,
아시아나에어포트(주) 광주영업소,3,광주광역시 광산구 상무대로 420-25,35.1386736,126.8103012,
(유)라정시내버스,3,광주광역시 광산구 평동산단외로 185,35.1404975,126.7593808,
서경자동차공업사,3,광주광역시 광산구 도천남길 41-33,35.2071781,126.8195383,
안청카클리닉,3,광주광역시 광산구 본안길 14-2,35.217076,126.804018,
스피드메이트광주공항점,3,광주광역시 광산구 상무대로 435-2,35.1444567,126.813597,
클린카서비스,3,광주광역시 광산구 상완길 314-27,35.2096879,126.826443,
현카클리닉,3,광주광역시 광산구 풍영철길로 113,35.1695622,126.8184356,
투유카넷,3,광주광역시 광산구 사암로 108,35.1539886,126.8076199,
르노코리아자동차서비스코너첨단점,3,광주광역시 광산구 북문대로 567,35.20360524,126.8376875,
(주)제일에너지,3,광주광역시 광산구 목련로 365-9,35.1812276,126.831617,
유성자동차공업사,3,광주광역시 광산구 송촌길 14-10,35.1379619,126.7750556,
스피드메이트수완장덕점,3,광주광역시 광산구 풍영로 204,35.1897863,126.8144756,
BDM,3,광주광역시 광산구 상무대로 487,35.1436636,126.8191502,
오토상사 VIP ZONE,3,광주광역시 광산구 목련로 353,35.1804842,126.8311775,
유)현대교통,3,광주광역시 광산구 동곡로 411-7,35.119069,126.7795182,
오토오아시스홈플러스광주하남점,3,광주광역시 광산구 용아로 390,35.1779701,126.8053815,
삼아교통(유),3,광주광역시 광산구 동곡로 411-5,35.1188298,126.7799277,
차 고치는 집,3,광주광역시 광산구 왕버들로 23,35.2025915,126.8132243,
신명카센타,3,광주광역시 광산구 신가삼효로 2-3,35.185695,126.8331341,
유)알디디모터스,3,광주광역시 광산구 용아로 109,35.1533501,126.7986407,
MB motors,3,광주광역시 광산구 비아로 72-9,35.2196264,126.8168098,
금호타이어무진대로점,3,광주광역시 광산구 무진대로 80,35.1599294,126.7895108,
성수오토밋션,3,광주광역시 광산구 고봉로258번길 57,35.1868545,126.7860374,
임형배카센터,3,광주광역시 광산구 송도로 105-4,35.1267549,126.7882136,
평동카클리닉,3,광주광역시 광산구 송도로 283,35.1386963,126.7998107,
광명카공업사,3,광주광역시 광산구 사암로27번길 7,35.1463488,126.8070949,
오토오아시스 선암점,3,광주광역시 광산구 어등대로459번길 17,35.1517958,126.7730594,
우진I&E크리닝센터,3,광주광역시 광산구 고봉로 234,35.1858638,126.7852177,
yes카서비스,3,광주광역시 광산구 목련로273번안길 69,35.1764359,126.8217504,
진성카,3,광주광역시 광산구 도천남길 77,35.2091343,126.8195649,
파워모터스,3,광주광역시 광산구 신가매결길 89-9,35.188632,126.8404925,
베스트카클리닉,3,광주광역시 광산구 신창로36번길 27,35.1888289,126.8384584,
SHARK MOTOR OIL,3,광주광역시 광산구 첨단내촌로11번길 7-1,35.2082927,126.8359738,
오토오아시스 빛고을점,3,광주광역시 광산구 하남대로 338,35.1784323,126.8305701,
불만제로카,3,광주광역시 광산구 임방울대로826번길 19-10,35.216469,126.849268,
바이엠,3,,35.1839408,126.8039218,
드림카,3,광주광역시 광산구 북문대로 833,35.2245899,126.8257561,
탑오토,3,광주광역시 광산구 수완로 176,35.1999472,126.8286256,
와이카,3,광주광역시 광산구 임방울대로825번길 21-13,35.2190677,126.8476606,
용용이자동차 도산점,3,광주광역시 광산구 상무대로 105-4,35.130179,126.7862976,
광주모터스,3,광주광역시 광산구 하남대로 9,35.1807918,126.7945043,
(주)정우모터스,3,광주광역시 광산구 사암로 799,35.2142596,126.8182825,
(주)한일특장,3,광주광역시 광산구 도천남길 82,35.2087387,126.820592,
SH모터스,3,광주광역시 광산구 용보로49번안길 37,35.1384053,126.8031946,
덱스크루 광주 광산점,3,광주광역시 광산구 수완로106번길 63,35.1927607,126.8320888,
엠케이(MK)모터스 카센터,3,광주광역시 광산구 신가삼효로 2,35.1857556,126.8328697,
광주정비,3,광주광역시 광산구 하남산단1번로 108,35.1845968,126.8064593,
(주)애니카랜드수완점,3,광주광역시 광산구 왕버들로 189,35.2002145,126.8311036,
현대모터라인,3,광주광역시 광산구 임곡로 773,35.2189903,126.8144465,
코리아카센타,3,광주광역시 광산구 송정로30번길 22,35.1354687,126.7933842,
UNIQUE,3,광주광역시 광산구 첨단과기로 93-21,35.2247219,126.8375737,
오토월드,3,광주광역시 광산구 동곡로 843,35.1559767,126.7800648,
JUN-GARAGE,3,광주광역시 광산구 비아로 18-1,35.2203967,126.8227849,
올탑,3,광주광역시 광산구 북문대로 873-1,35.2284248,126.8252504,
비아IC 카,3,광주광역시 광산구 임방울대로 594,35.2102652,126.8264896,
신가 카클리닉,3,광주광역시 광산구 목련로 315,35.1776589,126.8288906,
(주)지티모터스,3,광주광역시 광산구 우산로 79,35.1569505,126.8090803,
홍춘이가 차 고치는 집,3,광주광역시 광산구 고봉로125번안길 23,35.182409,126.7939754,
정비대장,3,광주광역시 광산구 목련로 371,35.1816464,126.8320502,
진왕모터스,3,광주광역시 광산구 소촌로152번길 53-22,35.1581709,126.798482,
진영모터스앤오토케어,3,광주광역시 광산구 장신로148번길 9-4,35.1899873,126.8267812,
카인자동차,3,광주광역시 광산구 첨단봉산길 6,35.2061991,126.8460853,
성원밧데리,3,광주광역시 광산구 어등대로595번길 3,35.1509476,126.7872953,
(주)플럭스,3,광주광역시 광산구 임곡로 711-25,35.2187102,126.8061249,
로얄카센타,3,광주광역시 광산구 소촌로 62,35.1499107,126.7935881,
JS퍼포먼스,3,광주광역시 광산구 연산로 303,35.1226528,126.7613848,
하나모터스,3,광주광역시 광산구 북문대로 875,35.2285597,126.8252265,
웅신커먼레일,3,광주광역시 광산구 북문대로420번길 147,35.1922654,126.8557364,
대지오일,3,광주광역시 광산구 임곡로 637,35.2174079,126.8002128,
한국상용차(주),3,,35.111188,126.7774309,
캠핑플라자,3,광주광역시 광산구 진곡산단4번로 31-22,35.2068965,126.7846959,
카니아 모터스,3,,35.1847932,126.8044363,
남정오토,3,,35.1826527,126.8040065,
영신대형카,3,광주광역시 광산구 비아동원촌길 82,35.2211444,126.8292438,
T-station,3,광주광역시 광산구 북문대로 402,35.1930419,126.8501694,
세중밧데리,3,광주광역시 광산구 송도로 82,35.1249385,126.7868472,
